"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
2986,"Teacher","Manufacturing","Japan",2022,"77.33","70.35","57.77","67086.62","54275.87","-19.10","-2.90","64.68","70.19",5,"High","67.55","19.10","53.99","54.2779","High","High Risk","Declining"
2987,"HR Manager","Education","Germany",2024,"24.08","21.05","95.82","100759.72","113370.60","12.52","0.44","57.26","24.17",5,"Low","59.95","12.52","42.13","5.8201","Low","Safe Zone","Growing"
2988,"Teacher","Healthcare","Brazil",2025,"24.47","23.46","85.99","37373.75","38486.25","2.98","2.87","20.96","62.96",5,"Low","55.23","2.98","36.48","15.4063","Low","Safe Zone","Growing"
2989,"Mechanical Engineer","Technology","USA",2025,"24.95","26.00","38.31","42201.23","49551.92","17.42","12.85","71.22","63.70",3,"Low","31.63","17.42","26.70","15.8932","Low","Safe Zone","Growing"
2990,"Marketing Specialist","Finance","India",2024,"45.02","45.37","63.56","112831.12","124069.47","9.96","22.74","24.03","21.06",1,"Medium","54.29","9.96","40.06","9.4812","Moderate","Transitional","Growing"
2991,"Financial Analyst","Transportation","UK",2025,"28.22","32.95","75.94","96344.02","91737.36","-4.78","1.95","90.89","89.27",2,"Low","52.08","4.78","35.50","25.1920","Low","Transitional","Declining"
2992,"Customer Support Rep","Healthcare","UK",2020,"32.75","36.64","44.66","68876.03","73610.39","6.87","19.38","80.20","7.43",4,"Medium","38.71","6.87","28.56","2.4333","Low","Safe Zone","Growing"
2993,"Data Analyst","Education","India",2020,"22.30","20.69","32.98","90297.58","86279.61","-4.45","-12.36","43.10","73.53",4,"Low","27.64","4.45","20.15","16.3972","Low","Transitional","Declining"
2994,"Marketing Specialist","Transportation","Singapore",2023,"52.25","55.46","21.06","69060.26","67723.63","-1.94","3.95","64.24","99.81",4,"Medium","36.66","1.94","27.80","52.1507","Moderate","Transitional","Declining"
2995,"Accountant","Education","UK",2020,"17.06","19.25","11.88","110389.68","118629.11","7.46","7.65","20.26","31.54",3,"Low","14.47","7.46","12.63","5.3807","Low","Safe Zone","Growing"
2996,"Mechanical Engineer","Healthcare","Singapore",2022,"16.35","15.75","91.16","123782.78","127022.26","2.62","22.66","89.51","44.94",4,"Low","53.75","2.62","34.67","7.3477","Low","Safe Zone","Growing"
2997,"Data Analyst","Healthcare","Canada",2023,"10.48","11.89","27.96","36436.02","37455.39","2.80","-4.59","64.64","26.02",2,"Low","19.22","2.80","13.42","2.7269","Low","Transitional","Growing"
2998,"Customer Support Rep","Education","India",2022,"75.90","84.21","92.05","100192.50","107340.52","7.13","12.88","33.20","31.02",4,"High","83.98","7.13","60.11","23.5442","High","High Risk","Growing"
2999,"Data Analyst","Retail","USA",2024,"33.49","27.05","29.74","86865.94","101821.59","17.22","2.26","85.04","54.63",1,"Medium","31.62","17.22","27.48","18.2956","Low","Safe Zone","Growing"
3000,"Financial Analyst","Technology","Australia",2020,"43.23","41.23","19.29","47587.44","46761.86","-1.73","19.47","81.13","70.41",2,"Medium","31.26","1.73","23.60","30.4382","Moderate","Transitional","Declining"
3001,"Software Engineer","Technology","USA",2022,"13.57","13.63","44.40","80864.82","83774.06","3.60","5.32","83.16","90.37",4,"Low","28.99","3.60","19.83","12.2632","Low","Safe Zone","Growing"
3002,"HR Manager","Technology","Australia",2026,"12.07","10.34","8.48","61587.72","73977.46","20.12","-3.23","55.07","90.32",1,"Low","10.28","20.12","13.41","10.9016","Low","Transitional","Growing"
3003,"Accountant","Manufacturing","Japan",2021,"75.79","65.59","85.29","87806.66","100648.66","14.63","2.60","18.38","88.25",5,"High","80.54","14.63","60.29","66.8847","High","High Risk","Growing"
3004,"Customer Support Rep","Education","India",2026,"71.96","82.76","99.45","92160.53","85819.81","-6.88","1.94","83.38","29.69",2,"High","85.71","6.88","60.68","21.3649","High","High Risk","Declining"
3005,"Marketing Specialist","Education","UK",2023,"78.31","84.66","17.34","87125.12","80822.16","-7.23","-26.99","58.21","3.12",2,"High","47.83","7.23","38.70","2.4433","High","High Risk","Declining"
3006,"Financial Analyst","Healthcare","Japan",2020,"58.04","57.74","79.10","127841.95","106834.08","-16.43","1.35","24.10","28.74",5,"Medium","68.57","16.43","51.88","16.6807","Moderate","Transitional","Declining"
3007,"Software Engineer","Finance","Canada",2022,"22.95","22.26","65.54","62779.57","61882.35","-1.43","-0.06","87.01","49.84",1,"Low","44.25","1.43","29.27","11.4383","Low","Transitional","Declining"
3008,"Mechanical Engineer","Healthcare","Brazil",2021,"77.53","77.65","27.59","53197.68","55080.75","3.54","23.93","64.36","75.51",1,"High","52.56","3.54","40.35","58.5429","High","High Risk","Growing"
3009,"Truck Driver","Manufacturing","UK",2024,"75.81","61.97","80.26","93924.40","101388.37","7.95","-17.94","65.12","14.95",3,"High","78.04","7.95","56.79","11.3336","High","High Risk","Growing"
3010,"Truck Driver","Transportation","Japan",2020,"54.22","50.65","35.04","40960.19","39782.87","-2.87","2.11","43.59","89.45",5,"Medium","44.63","2.87","33.06","48.4998","Moderate","Transitional","Declining"
3011,"Data Analyst","Education","Germany",2022,"14.42","13.94","31.16","124486.00","110953.99","-10.87","7.13","34.50","16.78",2,"Low","22.79","10.87","18.38","2.4197","Low","Transitional","Declining"
3012,"Customer Support Rep","Energy","Germany",2026,"33.72","37.73","49.58","105745.22","112278.56","6.18","-14.42","33.18","30.80",4,"Medium","41.65","6.18","30.22","10.3858","Low","Transitional","Growing"
3013,"Software Engineer","Education","USA",2023,"45.66","39.27","61.72","132268.18","129270.39","-2.27","-1.31","64.95","55.94",5,"Medium","53.69","2.27","37.46","25.5422","Moderate","Transitional","Declining"
3014,"Data Analyst","Finance","Australia",2024,"6.75","7.55","97.32","51747.39","52446.27","1.35","14.39","94.23","17.61",5,"Low","52.04","1.35","32.30","1.1887","Low","Safe Zone","Growing"
3015,"Marketing Specialist","Transportation","Brazil",2025,"65.44","53.92","88.32","110899.13","97984.41","-11.65","0.12","83.49","60.32",2,"High","76.88","11.65","56.17","39.4734","Moderate","Transitional","Declining"
3016,"HR Manager","Education","UK",2023,"35.23","34.44","82.65","70671.26","59477.67","-15.84","-6.77","28.40","89.74",2,"Medium","58.94","15.84","43.64","31.6154","Low","Transitional","Declining"
3017,"HR Manager","Transportation","Singapore",2023,"25.23","26.60","88.08","34189.63","33078.54","-3.25","16.95","69.22","37.24",4,"Low","56.66","3.25","37.49","9.3957","Low","Transitional","Declining"
3018,"Data Analyst","Energy","USA",2023,"48.69","43.90","2.19","143734.50","138373.80","-3.73","-6.45","84.02","20.59",1,"Medium","25.44","3.73","21.25","10.0253","Moderate","Transitional","Declining"
3019,"Mechanical Engineer","Energy","Singapore",2022,"70.60","70.54","36.62","109492.53","95737.32","-12.56","-8.05","76.02","30.98",4,"High","53.61","12.56","42.99","21.8719","High","High Risk","Declining"
3020,"HR Manager","Technology","Brazil",2026,"24.05","27.01","80.54","89710.28","106827.10","19.08","7.59","55.83","41.70",1,"Low","52.30","19.08","39.51","10.0289","Low","Safe Zone","Growing"
3021,"Customer Support Rep","Finance","Canada",2024,"94.64","81.30","59.27","136303.56","146206.22","7.27","8.57","40.27","27.20",5,"High","76.96","7.27","57.82","25.7421","High","High Risk","Growing"
3022,"Financial Analyst","Healthcare","Australia",2025,"69.59","66.64","70.97","47729.83","49179.35","3.04","20.86","34.18","49.45",1,"High","70.28","3.04","50.04","34.4123","Moderate","Transitional","Growing"
3023,"Financial Analyst","Technology","USA",2022,"58.79","47.31","63.75","94990.89","101757.89","7.12","-2.88","37.31","27.69",4,"Medium","61.27","7.12","44.78","16.2790","Moderate","Transitional","Growing"
3024,"Customer Support Rep","Education","Brazil",2020,"57.99","62.07","92.88","46962.87","43850.91","-6.63","3.42","78.27","44.77",4,"Medium","75.44","6.63","53.05","25.9621","Moderate","Transitional","Declining"
3025,"Financial Analyst","Healthcare","Brazil",2022,"59.49","55.25","84.43","94179.37","109084.38","15.83","5.85","64.01","2.32",1,"Medium","71.96","15.83","53.87","1.3802","Moderate","Transitional","Growing"
3026,"Customer Support Rep","Finance","Japan",2021,"93.06","85.55","24.93","88279.19","101984.36","15.52","7.46","45.39","44.00",2,"High","59.00","15.52","49.36","40.9464","High","High Risk","Growing"
3027,"Mechanical Engineer","Finance","Germany",2023,"47.45","45.44","91.45","132150.24","123970.43","-6.19","0.45","26.18","80.29",2,"Medium","69.45","6.19","48.27","38.0976","Moderate","Transitional","Declining"
3028,"Marketing Specialist","Technology","USA",2023,"50.57","59.79","23.15","88276.19","81039.91","-8.20","11.03","79.25","34.76",2,"Medium","36.86","8.20","29.63","17.5781","Moderate","Transitional","Declining"
3029,"Data Analyst","Retail","USA",2021,"37.14","38.76","60.94","117182.82","110922.18","-5.34","7.00","51.16","66.40",3,"Medium","49.04","5.34","34.74","24.6610","Low","Transitional","Declining"
3030,"Accountant","Transportation","Germany",2022,"30.72","28.42","12.46","80233.80","93665.09","16.74","7.16","11.21","90.04",4,"Medium","21.59","16.74","21.05","27.6603","Low","Safe Zone","Growing"
3031,"Software Engineer","Healthcare","UK",2024,"27.06","31.05","3.89","47479.63","42066.01","-11.40","-8.09","86.30","1.12",2,"Low","15.48","11.40","15.41","0.3031","Low","Transitional","Declining"
3032,"Marketing Specialist","Retail","Singapore",2025,"54.88","46.78","82.32","123428.79","105054.28","-14.89","5.00","67.10","15.63",5,"Medium","68.60","14.89","51.11","8.5777","Moderate","Transitional","Declining"
3033,"HR Manager","Manufacturing","Canada",2023,"23.30","24.48","99.12","136927.30","150182.27","9.68","28.39","99.85","54.74",1,"Low","61.21","9.68","41.96","12.7544","Low","Safe Zone","Growing"
3034,"Teacher","Transportation","Singapore",2022,"39.41","45.86","23.42","41703.12","38530.62","-7.61","7.52","43.58","42.36",2,"Medium","31.42","7.61","25.07","16.6941","Low","Transitional","Declining"
3035,"Truck Driver","Retail","USA",2025,"63.33","75.78","22.10","75090.77","77266.48","2.90","-4.90","75.49","48.21",4,"High","42.72","2.90","32.83","30.5314","Moderate","Transitional","Growing"
3036,"Software Engineer","Energy","UK",2025,"17.21","18.04","53.92","50542.29","43591.10","-13.75","-15.02","98.44","84.93",2,"Low","35.57","13.75","27.19","14.6165","Low","Transitional","Declining"
3037,"Data Analyst","Finance","India",2021,"51.41","59.40","73.55","138408.22","137504.27","-0.65","-1.62","77.22","58.33",4,"Medium","62.48","0.65","42.82","29.9875","Moderate","Transitional","Declining"
3038,"Data Analyst","Healthcare","Brazil",2022,"12.26","11.48","31.78","61361.63","62604.81","2.03","-16.40","86.94","74.20",2,"Low","22.02","2.03","15.05","9.0969","Low","Transitional","Growing"
3039,"HR Manager","Transportation","Canada",2024,"68.47","78.97","41.62","71523.15","72093.06","0.80","3.57","44.03","94.88",3,"High","55.05","0.80","40.11","64.9643","Moderate","Transitional","Growing"
3040,"HR Manager","Retail","India",2026,"39.37","44.36","28.27","65890.65","70736.70","7.35","5.30","80.76","79.59",1,"Medium","33.82","7.35","26.43","31.3346","Low","Safe Zone","Growing"
3041,"Teacher","Manufacturing","India",2024,"40.52","38.68","19.19","145672.95","130805.21","-10.21","-3.16","98.97","6.65",4,"Medium","29.86","10.21","25.03","2.6946","Moderate","Transitional","Declining"
3042,"Customer Support Rep","Healthcare","Brazil",2020,"84.05","79.19","41.89","129837.32","126574.75","-2.51","-2.05","95.68","69.91",4,"High","62.97","2.51","46.94","58.7594","High","High Risk","Declining"
3043,"Truck Driver","Finance","India",2021,"77.85","85.86","6.06","54384.91","41864.86","-23.02","3.47","46.98","78.14",1,"High","41.96","23.02","39.86","60.8320","High","High Risk","Declining"
3044,"Teacher","Healthcare","India",2026,"11.03","11.74","0.01","37567.02","41846.82","11.39","1.94","23.05","55.46",1,"Low","5.52","11.39","7.83","6.1172","Low","Safe Zone","Growing"
3045,"Customer Support Rep","Transportation","Australia",2023,"72.50","64.65","51.23","139368.87","122261.01","-12.28","5.44","66.50","59.22",2,"High","61.86","12.28","48.05","42.9345","High","High Risk","Declining"
3046,"Truck Driver","Technology","Brazil",2026,"26.89","22.48","15.68","46354.69","44886.60","-3.17","-11.60","43.45","89.06",2,"Low","21.29","3.17","16.41","23.9482","Low","Transitional","Declining"
3047,"Customer Support Rep","Education","USA",2024,"67.85","78.06","52.70","40784.46","46120.44","13.08","3.51","27.47","9.12",1,"High","60.28","13.08","46.87","6.1879","Moderate","Transitional","Growing"
3048,"Accountant","Education","Canada",2021,"33.06","31.59","30.63","46228.89","50019.66","8.20","-6.21","44.73","63.25",3,"Medium","31.85","8.20","24.87","20.9105","Low","Transitional","Growing"
3049,"Truck Driver","Manufacturing","USA",2023,"62.54","63.77","24.85","92585.16","92072.02","-0.55","1.13","61.54","18.20",4,"High","43.70","0.55","32.64","11.3823","Moderate","Transitional","Declining"
3050,"Accountant","Retail","Brazil",2020,"27.96","24.82","7.06","71742.88","86652.17","20.78","-0.36","68.36","94.99",2,"Low","17.51","20.78","19.54","26.5592","Low","Transitional","Growing"
3051,"Accountant","Manufacturing","Australia",2025,"70.03","78.26","95.16","57691.85","62776.58","8.81","7.66","66.17","97.74",4,"High","82.60","8.81","59.20","68.4473","High","High Risk","Growing"
3052,"Software Engineer","Energy","India",2026,"7.02","6.85","97.74","75548.16","78586.44","4.02","6.80","44.44","2.13",2,"Low","52.38","4.02","33.34","0.1495","Low","Safe Zone","Growing"
3053,"Marketing Specialist","Retail","Brazil",2021,"11.95","13.83","72.25","42802.37","41855.88","-2.21","6.81","37.14","78.00",2,"Low","42.10","2.21","27.12","9.3210","Low","Transitional","Declining"
3054,"Financial Analyst","Education","USA",2020,"46.78","55.32","48.11","111234.95","118967.61","6.95","5.15","45.88","22.98",1,"Medium","47.45","6.95","35.23","10.7500","Moderate","Transitional","Growing"
3055,"Teacher","Technology","UK",2025,"32.86","37.50","49.79","72510.28","64589.72","-10.92","6.32","10.48","28.06",3,"Medium","41.33","10.92","31.36","9.2205","Low","Transitional","Declining"
3056,"Mechanical Engineer","Technology","UK",2020,"52.35","56.78","82.66","141199.63","162897.15","15.37","-0.62","16.72","5.75",2,"Medium","67.51","15.37","50.35","3.0101","Moderate","Transitional","Growing"
3057,"Software Engineer","Transportation","USA",2024,"8.74","8.56","21.13","64430.99","56011.65","-13.07","18.66","60.16","41.24",1,"Low","14.93","13.07","13.76","3.6044","Low","Transitional","Declining"
3058,"Teacher","Finance","Germany",2026,"21.83","18.11","23.62","36924.06","41525.01","12.46","10.00","40.58","38.71",1,"Low","22.73","12.46","19.56","8.4504","Low","Safe Zone","Growing"
3059,"Marketing Specialist","Finance","USA",2025,"67.13","59.68","11.92","90134.17","100483.42","11.48","21.84","74.25","5.68",4,"High","39.53","11.48","33.87","3.8130","Moderate","Transitional","Growing"
3060,"Marketing Specialist","Transportation","Canada",2025,"39.97","35.79","75.91","134727.66","127887.97","-5.08","2.26","32.81","10.40",5,"Medium","57.94","5.08","40.29","4.1569","Low","Transitional","Declining"
3061,"Teacher","Energy","Germany",2025,"32.57","33.07","97.37","77924.43","73478.96","-5.70","0.21","25.57","19.26",4,"Medium","64.97","5.70","43.95","6.2730","Low","Transitional","Declining"
3062,"Marketing Specialist","Retail","Australia",2025,"63.36","52.23","99.74","92722.37","73245.90","-21.01","11.53","72.12","47.15",4,"High","81.55","21.01","61.57","29.8742","Moderate","Transitional","Declining"
3063,"Truck Driver","Healthcare","Japan",2024,"48.03","43.52","92.57","64918.74","52254.61","-19.51","-3.29","17.76","18.59",3,"Medium","70.30","19.51","52.84","8.9288","Moderate","Transitional","Declining"
3064,"Customer Support Rep","Healthcare","Canada",2025,"38.27","41.23","40.66","123836.11","112698.62","-8.99","11.10","60.66","74.29",2,"Medium","39.47","8.99","30.20","28.4308","Low","Transitional","Declining"
3065,"Teacher","Retail","UK",2022,"54.31","56.49","73.96","36813.69","33419.99","-9.22","14.38","61.47","24.23",1,"Medium","64.13","9.22","46.68","13.1593","Moderate","Transitional","Declining"
3066,"Teacher","Retail","UK",2020,"68.72","68.18","64.29","125289.85","129028.84","2.98","10.08","23.39","85.45",4,"High","66.51","2.98","47.67","58.7212","Moderate","Transitional","Growing"
3067,"Teacher","Manufacturing","Singapore",2021,"53.30","55.63","92.13","59859.79","60348.57","0.82","-11.12","77.58","44.72",3,"Medium","72.72","0.82","49.21","23.8358","Moderate","Transitional","Growing"
3068,"Customer Support Rep","Transportation","Singapore",2023,"69.37","68.06","61.04","128671.48","135887.93","5.61","-4.17","80.87","44.71",4,"High","65.21","5.61","47.74","31.0153","Moderate","Transitional","Growing"
3069,"Truck Driver","Energy","Singapore",2023,"47.63","38.36","79.71","69352.64","59802.50","-13.77","-6.98","54.89","70.25",3,"Medium","63.67","13.77","47.10","33.4601","Moderate","Transitional","Declining"
3070,"Mechanical Engineer","Education","Singapore",2021,"64.03","61.28","66.31","116482.11","109843.82","-5.70","2.13","90.52","67.71",5,"High","65.17","5.70","47.22","43.3547","Moderate","Transitional","Declining"
3071,"Customer Support Rep","Manufacturing","Germany",2025,"70.37","57.95","81.79","97926.50","105314.72","7.54","-10.07","13.43","77.12",2,"High","76.08","7.54","54.95","54.2693","High","High Risk","Growing"
3072,"Marketing Specialist","Manufacturing","Australia",2023,"17.82","17.18","81.74","113441.88","114593.95","1.02","2.32","97.21","65.53",5,"Low","49.78","1.02","31.96","11.6774","Low","Safe Zone","Growing"
3073,"Teacher","Education","Canada",2021,"25.71","24.22","97.67","56886.29","45223.81","-20.50","17.67","79.15","86.74",4,"Low","61.69","20.50","45.74","22.3009","Low","Transitional","Declining"
3074,"Accountant","Energy","India",2024,"33.86","36.03","54.90","63413.34","65273.07","2.93","-12.31","23.86","81.08",4,"Medium","44.38","2.93","30.89","27.4537","Low","Transitional","Growing"
3075,"HR Manager","Transportation","USA",2021,"14.83","12.43","34.22","44171.01","33386.53","-24.42","-0.91","74.96","95.30",2,"Low","24.53","24.42","23.52","14.1330","Low","Transitional","Declining"
3076,"Mechanical Engineer","Healthcare","Singapore",2024,"62.75","54.70","93.55","77056.01","57410.28","-25.50","-3.39","35.25","89.50",4,"High","78.15","25.50","60.82","56.1613","Moderate","Transitional","Declining"
3077,"Accountant","Energy","USA",2025,"33.26","34.30","24.00","125685.04","116432.15","-7.36","14.91","71.34","70.39",2,"Medium","28.63","7.36","22.71","23.4117","Low","Transitional","Declining"
3078,"Teacher","Healthcare","Canada",2025,"49.38","51.36","57.45","39823.73","38389.29","-3.60","25.29","49.46","86.00",5,"Medium","53.42","3.60","38.07","42.4668","Moderate","Transitional","Declining"
3079,"Accountant","Transportation","Germany",2021,"11.63","10.47","12.14","34240.93","37246.97","8.78","-7.32","20.65","60.18",4,"Low","11.89","8.78","10.93","6.9989","Low","Transitional","Growing"
3080,"Mechanical Engineer","Energy","Germany",2026,"78.91","72.34","84.81","149708.57","124428.89","-16.89","12.85","70.62","84.48",2,"High","81.86","16.89","62.07","66.6632","High","High Risk","Declining"
3081,"Truck Driver","Education","Brazil",2025,"36.99","36.29","31.92","64003.08","62507.50","-2.34","15.76","40.52","60.35",1,"Medium","34.46","2.34","25.07","22.3235","Low","Transitional","Declining"
3082,"Data Analyst","Finance","India",2020,"15.36","13.70","52.03","79112.73","77165.29","-2.46","3.87","56.87","81.66",1,"Low","33.70","2.46","22.49","12.5430","Low","Transitional","Declining"
3083,"Software Engineer","Education","India",2022,"59.60","53.29","59.96","132705.76","141851.70","6.89","3.54","91.27","20.81",3,"Medium","59.78","6.89","43.90","12.4028","Moderate","Transitional","Growing"
3084,"Customer Support Rep","Healthcare","Germany",2022,"43.13","37.61","19.61","138943.45","158088.19","13.78","25.08","45.15","63.17",1,"Medium","31.37","13.78","27.27","27.2452","Moderate","Transitional","Growing"
3085,"Mechanical Engineer","Education","Japan",2023,"76.32","66.25","12.04","34006.87","29178.38","-14.20","-6.91","48.77","50.33",3,"High","44.18","14.20","38.40","38.4119","High","High Risk","Declining"
3086,"Accountant","Retail","Canada",2020,"63.05","60.33","33.06","129225.46","123625.40","-4.33","10.67","38.32","82.51",5,"High","48.06","4.33","36.44","52.0226","Moderate","Transitional","Declining"
3087,"Accountant","Healthcare","UK",2023,"15.56","14.47","44.84","52448.59","50896.50","-2.96","-7.61","77.91","84.02",1,"Low","30.20","2.96","20.56","13.0735","Low","Transitional","Declining"
3088,"Financial Analyst","Transportation","UK",2024,"78.55","65.16","21.67","120795.58","96834.86","-19.84","9.67","28.50","28.05",5,"High","50.11","19.84","43.87","22.0333","High","High Risk","Declining"
3089,"Truck Driver","Retail","Germany",2020,"55.05","47.94","96.42","42910.61","49679.02","15.77","-0.05","70.44","21.33",2,"Medium","75.74","15.77","55.68","11.7422","Moderate","Transitional","Growing"
3090,"Truck Driver","Finance","USA",2021,"48.73","48.99","63.78","95147.40","70403.98","-26.01","-7.36","54.84","43.44",4,"Medium","56.25","26.01","46.43","21.1683","Moderate","Transitional","Declining"
3091,"Truck Driver","Transportation","Japan",2021,"62.89","72.65","63.28","116714.50","136581.03","17.02","16.60","62.05","2.69",1,"High","63.09","17.02","49.25","1.6917","Moderate","Transitional","Growing"
3092,"Marketing Specialist","Education","Japan",2024,"79.97","65.05","39.51","42613.88","42877.37","0.62","4.15","48.33","80.11",5,"High","59.74","0.62","44.03","64.0640","High","High Risk","Growing"
3093,"Accountant","Energy","USA",2023,"29.10","26.26","25.12","103937.48","101846.40","-2.01","18.28","44.13","97.36",5,"Low","27.11","2.01","19.78","28.3318","Low","Transitional","Declining"
3094,"Mechanical Engineer","Education","India",2022,"18.17","18.08","40.85","41775.19","42908.44","2.71","14.48","83.35","52.16",1,"Low","29.51","2.71","20.34","9.4775","Low","Safe Zone","Growing"
3095,"Accountant","Healthcare","Canada",2025,"51.97","56.14","90.80","41010.23","46033.90","12.25","-4.91","96.25","98.08",4,"Medium","71.38","12.25","51.70","50.9722","Moderate","Transitional","Growing"
3096,"Accountant","Finance","Germany",2025,"54.67","47.97","11.92","143525.24","124275.49","-13.41","2.10","94.05","10.45",3,"Medium","33.30","13.41","29.47","5.7130","Moderate","Transitional","Declining"
3097,"HR Manager","Finance","Australia",2024,"61.07","64.13","8.77","70649.86","72913.91","3.20","-5.74","52.94","0.43",4,"High","34.92","3.20","28.02","0.2626","Moderate","Transitional","Growing"
3098,"Software Engineer","Transportation","UK",2022,"68.30","64.19","25.82","56693.15","52457.52","-7.47","-11.20","88.42","64.19",3,"High","47.06","7.47","37.31","43.8418","Moderate","Transitional","Declining"
3099,"Customer Support Rep","Retail","Brazil",2020,"50.81","58.90","74.97","57348.06","61012.16","6.39","7.17","54.68","73.36",4,"Medium","62.89","6.39","44.73","37.2742","Moderate","Transitional","Growing"
3100,"Mechanical Engineer","Healthcare","USA",2025,"77.98","83.92","10.24","59347.15","50083.78","-15.61","11.61","96.18","40.54",2,"High","44.11","15.61","38.95","31.6131","High","High Risk","Declining"
3101,"HR Manager","Retail","Japan",2023,"42.01","45.39","52.42","75857.52","77123.27","1.67","-2.32","88.08","68.58",3,"Medium","47.22","1.67","33.03","28.8105","Moderate","Transitional","Growing"
3102,"Software Engineer","Retail","Japan",2025,"26.70","22.73","81.63","143009.80","164128.83","14.77","-2.22","46.97","50.23",1,"Low","54.17","14.77","39.60","13.4114","Low","Transitional","Growing"
3103,"Mechanical Engineer","Technology","UK",2026,"68.55","57.13","53.03","55754.43","62601.01","12.28","-8.62","12.45","59.38",5,"High","60.79","12.28","47.01","40.7050","Moderate","Transitional","Growing"
3104,"Software Engineer","Technology","Canada",2023,"19.84","21.19","14.16","118297.39","120935.87","2.23","5.69","92.01","28.33",2,"Low","17.00","2.23","12.85","5.6207","Low","Safe Zone","Growing"
3105,"Truck Driver","Transportation","Singapore",2020,"26.91","28.58","60.29","33291.45","34030.67","2.22","-4.89","92.06","90.65",3,"Low","43.60","2.22","29.52","24.3939","Low","Transitional","Growing"
3106,"Teacher","Education","Australia",2026,"20.60","19.65","4.32","86312.62","92965.45","7.71","11.73","54.91","9.59",5,"Low","12.46","7.71","11.85","1.9755","Low","Safe Zone","Growing"
3107,"Teacher","Transportation","Australia",2021,"36.70","43.04","22.96","68370.53","74211.21","8.54","14.03","92.10","38.81",3,"Medium","29.83","8.54","24.13","14.2433","Low","Safe Zone","Growing"
3108,"HR Manager","Manufacturing","Japan",2022,"46.02","45.42","92.78","122319.67","120399.93","-1.57","6.42","81.27","43.30",3,"Medium","69.40","1.57","46.71","19.9267","Moderate","Transitional","Declining"
3109,"Data Analyst","Energy","India",2026,"5.00","4.12","67.79","74641.49","77599.32","3.96","11.23","11.95","68.69",3,"Low","36.40","3.96","23.53","3.4345","Low","Safe Zone","Growing"
3110,"Financial Analyst","Finance","USA",2026,"23.46","22.74","62.47","134726.14","153070.77","13.62","3.06","80.47","41.45",2,"Low","42.97","13.62","32.21","9.7242","Low","Safe Zone","Growing"
3111,"Data Analyst","Manufacturing","India",2021,"35.07","37.88","3.11","136897.37","126592.32","-7.53","13.11","98.31","17.94",3,"Medium","19.09","7.53","17.22","6.2916","Low","Transitional","Declining"
3112,"Data Analyst","Healthcare","Germany",2026,"63.99","59.49","76.31","84765.19","78835.96","-6.99","9.81","34.26","9.99",1,"High","70.15","6.99","50.59","6.3926","Moderate","Transitional","Declining"
3113,"Data Analyst","Technology","USA",2025,"60.56","55.63","69.45","128426.54","127039.75","-1.08","6.40","76.32","72.88",3,"High","65.01","1.08","45.38","44.1361","Moderate","Transitional","Declining"
3114,"Marketing Specialist","Finance","UK",2024,"10.60","9.41","49.19","80404.16","78601.03","-2.24","11.69","94.33","45.94",4,"Low","29.90","2.24","19.67","4.8696","Low","Transitional","Declining"
3115,"Mechanical Engineer","Finance","India",2020,"77.50","84.86","82.93","42585.23","37991.73","-10.79","7.60","36.79","62.36",2,"High","80.22","10.79","59.12","48.3290","High","High Risk","Declining"
3116,"Customer Support Rep","Finance","UK",2020,"75.84","61.86","53.09","97837.68","97850.92","0.01","-3.28","74.25","5.32",1,"High","64.47","0.01","46.27","4.0347","High","High Risk","Growing"
3117,"Software Engineer","Transportation","Germany",2021,"53.22","54.85","83.32","56167.51","48908.26","-12.92","0.86","88.84","70.49",1,"Medium","68.27","12.92","50.16","37.5148","Moderate","Transitional","Declining"
3118,"Data Analyst","Transportation","Australia",2025,"5.00","4.02","29.12","47193.97","54086.92","14.61","16.62","94.78","95.20",5,"Low","17.06","14.61","15.12","4.7600","Low","Safe Zone","Growing"
3119,"Customer Support Rep","Energy","Germany",2025,"71.12","57.06","35.90","91576.98","114573.18","25.11","4.80","96.45","88.52",4,"High","53.51","25.11","46.75","62.9554","High","High Risk","Growing"
3120,"Marketing Specialist","Healthcare","Japan",2022,"17.62","15.97","83.31","128916.83","141172.02","9.51","-4.26","70.48","47.35",5,"Low","50.47","9.51","34.89","8.3431","Low","Transitional","Growing"
3121,"Software Engineer","Energy","UK",2024,"14.10","16.29","67.79","50279.15","55463.02","10.31","13.75","89.82","22.28",1,"Low","40.95","10.31","29.07","3.1415","Low","Safe Zone","Growing"
3122,"Data Analyst","Healthcare","Germany",2022,"69.21","59.62","60.07","108861.18","100324.69","-7.84","-20.46","90.18","64.53",2,"High","64.64","7.84","48.06","44.6612","Moderate","Transitional","Declining"
3123,"Financial Analyst","Manufacturing","India",2025,"44.79","38.13","0.73","44996.23","43809.69","-2.64","6.04","80.39","38.10",1,"Medium","22.76","2.64","18.93","17.0650","Moderate","Transitional","Declining"
